ECnumber	Substrate	Organism	Kcat	metGroups
EC1.1.1.1	ethanol	saimiri sciureus//*//*	0.567	CEM//ALM//ISM
EC1.1.1.1	ethanol	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	3.1	CEM//ALM//ISM
EC1.1.1.1	ethyl 3-methyl-2-oxobutyrate	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	26	CEM//ALM//ISM
EC1.1.1.1	ethyl benzoylformate	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	2.35	CEM//ALM//ISM
EC1.1.1.1	ethyl benzoylformate	thermus thermophilus//prokaryotes;bacteria;deinococcus-thermus;thermus//tth	50.1	CEM//ALM//ISM
EC1.1.1.1	ethyl oxo(phenyl)acetate	thermus thermophilus//prokaryotes;bacteria;deinococcus-thermus;thermus//tth	50.1	CEM//ALM//ISM
EC1.1.1.1	ethyl pyruvate	carboxydothermus hydrogenoformans//prokaryotes;bacteria;firmicutes - clostridia;carboxydothermus//chy	3.97	CEM//ALM//ISM
EC1.1.1.1	ethylene glycol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.75	CEM//ALM//ISM
EC1.1.1.1	ethylene glycol	pseudomonas aeruginosa//prokaryotes;bacteria;gammaproteobacteria - others;pseudomonas//pae	4.5	CEM//ALM//ISM
EC1.1.1.1	formaldehyde	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	1.28	CEM//ALM//ISM
EC1.1.1.1	furfural	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	1.58	CEM//ALM//ISM
EC1.1.1.1	glycolaldehyde	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	18.65	CEM//ALM//ISM
EC1.1.1.1	hexaldehyde	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	56.6	CEM//ALM//ISM
EC1.1.1.1	hexanol	alligator mississippiensis//eukaryotes;animals;vertebrates;reptiles//amj	0.167	CEM//ALM//ISM
EC1.1.1.1	hexanol	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	29.6	CEM//ALM//ISM
EC1.1.1.1	hexanol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	19.5	CEM//ALM//ISM
EC1.1.1.1	hexanol	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	86.5	CEM//ALM//ISM
EC1.1.1.1	hexyl alcohol	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	0.99	CEM//ALM//ISM
EC1.1.1.1	isatin	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	22	CEM//ALM//ISM
EC1.1.1.1	isoborneol	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	16.6	CEM//ALM//ISM
EC1.1.1.1	isobutyraldehyde	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	29	CEM//ALM//ISM
EC1.1.1.1	isopropanol	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	0.58	CEM//ALM//ISM
EC1.1.1.1	methanol	alligator mississippiensis//eukaryotes;animals;vertebrates;reptiles//amj	0.05	CEM//ALM//ISM
EC1.1.1.1	methanol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.102	CEM//ALM//ISM
EC1.1.1.1	methanol	saimiri sciureus//*//*	0.217	CEM//ALM//ISM
EC1.1.1.1	methanol	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	3.1	CEM//ALM//ISM
EC1.1.1.1	methyl benzoylformate	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	6.2	CEM//ALM//ISM
EC1.1.1.1	methyl o-chlorobenzoylformate	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	9.2	CEM//ALM//ISM
EC1.1.1.1	methyl oxo(phenyl)acetate	thermus thermophilus//prokaryotes;bacteria;deinococcus-thermus;thermus//tth	38.1	CEM//ALM//ISM
EC1.1.1.1	methylbenzoylformate	thermus thermophilus//prokaryotes;bacteria;deinococcus-thermus;thermus//tth	38.1	CEM//ALM//ISM
EC1.1.1.1	methylcrotonyl alcohol	mesocricetus auratus//*//*	8.58	CEM//ALM//ISM
EC1.1.1.1	n-butanol	geobacillus stearothermophilus//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gse	195	CEM//ALM//ISM
EC1.1.1.1	n-butanol	mesocricetus auratus//*//*	7.18	CEM//ALM//ISM
EC1.1.1.1	n-hexanol	mesocricetus auratus//*//*	4.08	CEM//ALM//ISM
EC1.1.1.1	nad+	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	0.4	CEM//ALM//ISM
EC1.1.1.1	nad+	coturnix coturnix//*//*	6.18	CEM//ALM//ISM
EC1.1.1.1	nad+	geobacillus stearothermophilus//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gse	34.2	CEM//ALM//ISM
EC1.1.1.1	nad+	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	443.1	CEM//ALM//ISM
EC1.1.1.1	nad+	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.717	CEM//ALM//ISM
EC1.1.1.1	nad+	mesocricetus auratus//*//*	7.75	CEM//ALM//ISM
EC1.1.1.1	nad+	mycobacterium sp.//prokaryotes;bacteria;actinobacteria;mycobacterium//msa	1	CEM//ALM//ISM
EC1.1.1.1	nad+	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	19.3	CEM//ALM//ISM
EC1.1.1.1	nad+	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	18.5	CEM//ALM//ISM
EC1.1.1.1	nad+	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	30.8	CEM//ALM//ISM
EC1.1.1.1	nad+	thermus thermophilus//prokaryotes;bacteria;deinococcus-thermus;thermus//tth	0.84	CEM//ALM//ISM
EC1.1.1.1	nadh	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	0.41	CEM//ALM//ISM
EC1.1.1.1	nadh	coturnix coturnix//*//*	8.88	CEM//ALM//ISM
EC1.1.1.1	nadh	geobacillus stearothermophilus//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gse	326	CEM//ALM//ISM
EC1.1.1.1	nadh	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	1646	CEM//ALM//ISM
EC1.1.1.1	nadh	mycobacterium sp.//prokaryotes;bacteria;actinobacteria;mycobacterium//msa	153	CEM//ALM//ISM
EC1.1.1.1	nadh	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	26.2	CEM//ALM//ISM
EC1.1.1.1	nadh	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	10.3	CEM//ALM//ISM
EC1.1.1.1	nadh	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	17.3	CEM//ALM//ISM
EC1.1.1.1	nadh	thermus thermophilus//prokaryotes;bacteria;deinococcus-thermus;thermus//tth	52.4	CEM//ALM//ISM
EC1.1.1.1	nadp+	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	283.1	CEM//ALM//ISM
EC1.1.1.1	nadp+	thermococcus kodakarensis//prokaryotes;archaea;euryarchaeota;thermococcus//tko	30	CEM//ALM//ISM
EC1.1.1.1	nadp+	yokenella sp.//*//*	194	CEM//ALM//ISM
EC1.1.1.1	nadph	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	4808	CEM//ALM//ISM
EC1.1.1.1	nadph	yokenella sp.//*//*	433	CEM//ALM//ISM
EC1.1.1.1	octan-1-ol	coturnix coturnix//*//*	1.85	CEM//ALM//ISM
EC1.1.1.1	octanal	coturnix coturnix//*//*	17	CEM//ALM//ISM
EC1.1.1.1	octanal	geobacillus thermodenitrificans//prokaryotes;bacteria;firmicutes - bacilli;geobacillus//gtn	518.4	CEM//ALM//ISM
EC1.1.1.1	octanal	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.33	CEM//ALM//ISM
EC1.1.1.1	octanol	alligator mississippiensis//eukaryotes;animals;vertebrates;reptiles//amj	0.15	CEM//ALM//ISM
EC1.1.1.1	octanol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.33	CEM//ALM//ISM
EC1.1.1.1	octanol	scyliorhinus canicula//*//*	3.17	CEM//ALM//ISM
EC1.1.1.1	p-nitrophenyl octanoate	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	0.24	CEM//ALM//ISM
EC1.1.1.1	pentan-1-ol	coturnix coturnix//*//*	2.92	CEM//ALM//ISM
EC1.1.1.1	pentan-3-ol	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	2.92	CEM//ALM//ISM
EC1.1.1.1	pentan2-ol	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	3.82	CEM//ALM//ISM
EC1.1.1.1	pentanol	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	56.2	CEM//ALM//ISM
EC1.1.1.1	pentanol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	16	CEM//ALM//ISM
EC1.1.1.1	pentanol	saimiri sciureus//*//*	0.333	CEM//ALM//ISM
EC1.1.1.1	phenylacetaldehyde	rhodococcus ruber//prokaryotes;bacteria;actinobacteria;rhodococcus//rrz	303	CEM//ALM//ISM
EC1.1.1.1	propan-1-ol	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	4.03	CEM//ALM//ISM
EC1.1.1.1	propan-2-ol	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	53.1	CEM//ALM//ISM
EC1.1.1.1	propan-2-ol	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	6.92	CEM//ALM//ISM
EC1.1.1.1	propanal	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	0.73	CEM//ALM//ISM
EC1.1.1.1	propanol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	17.2	CEM//ALM//ISM
EC1.1.1.1	propionaldehyde	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	41.9	CEM//ALM//ISM
EC1.1.1.1	propyl alcohol	equus caballus//eukaryotes;animals;vertebrates;mammals//ecb	1.17	CEM//ALM//ISM
EC1.1.1.1	retinol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.11	CEM//ALM//ISM
EC1.1.1.1	tert-butyl acetoacetate	aeropyrum pernix//prokaryotes;archaea;crenarchaeota;aeropyrum//ape	0.072	CEM//ALM//ISM
EC1.1.1.1	tetralin-1-ol	sulfolobus acidocaldarius//prokaryotes;archaea;crenarchaeota;sulfolobus//sai	9.6	CEM//ALM//ISM
EC1.1.1.1	trans-cinnamaldehyde	sulfolobus solfataricus//prokaryotes;archaea;crenarchaeota;sulfolobus//sso	2.1	CEM//ALM//ISM
EC1.1.1.1	tryptophol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.83	CEM//ALM//ISM
EC1.1.1.1	valeraldehyde	rhodococcus ruber//prokaryotes;bacteria;actinobacteria;rhodococcus//rrz	528	CEM//ALM//ISM
EC1.1.1.1	vanillyl alcohol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	8.67	CEM//ALM//ISM
EC1.1.1.1	*	acetobacter pasteurianus//prokaryotes;bacteria;alphaproteobacteria;acetobacter//apt	1293.5	CEM//ALM//ISM
EC1.1.1.1	*	candida maris//*//*	27.554	CEM//ALM//ISM
EC1.1.1.1	*	candida sp.//*//*	147.9	CEM//ALM//ISM
EC1.1.1.1	*	citrobacter sp.//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;citrobacter//cif	11.3333333333333	CEM//ALM//ISM
EC1.1.1.1	*	desulfovibrio gigas//prokaryotes;bacteria;deltaproteobacteria;desulfovibrio//dgg	169.6	CEM//ALM//ISM
EC1.1.1.1	*	devosia riboflavina//*//*	3.016	CEM//ALM//ISM
EC1.1.1.1	*	drosophila melanogaster//eukaryotes;animals;arthropods;insects//dme	50.9666666666667	CEM//ALM//ISM
EC1.1.1.1	*	entamoeba histolytica//eukaryotes;protists;amoebozoa;entamoeba//ehi	0.1472	CEM//ALM//ISM
EC1.1.1.1	*	fragaria x ananassa//*//*	1.04166666666667	CEM//ALM//ISM
EC1.1.1.1	*	leifsonia sp.//*//*	18.8833333333333	CEM//ALM//ISM
EC1.1.1.1	*	methylobacterium extorquens//prokaryotes;bacteria;alphaproteobacteria;methylobacterium//mex	1.725	CEM//ALM//ISM
EC1.1.1.1	*	meyerozyma guilliermondii//eukaryotes;fungi;ascomycetes;saccharomycetes//pgu	200.386666666667	CEM//ALM//ISM
EC1.1.1.1	*	oenococcus oeni//prokaryotes;bacteria;firmicutes - bacilli;oenococcus//ooe	1.35666666666667	CEM//ALM//ISM
EC1.1.1.1	*	oryctolagus cuniculus//eukaryotes;animals;vertebrates;mammals//ocu	3.34008333333333	CEM//ALM//ISM
EC1.1.1.1	*	petroselinum crispum//*//*	19.4593333333333	CEM//ALM//ISM
EC1.1.1.1	*	pyrococcus furiosus//prokaryotes;archaea;euryarchaeota;pyrococcus//pfu	270	CEM//ALM//ISM
EC1.1.1.1	*	saara hardwickii//*//*	0.413333333333333	CEM//ALM//ISM
EC1.1.1.1	*	sporotrichum pulverulentum//*//*	575.813333333333	CEM//ALM//ISM
EC1.1.1.1	*	sulfolobus sp.//prokaryotes;archaea;crenarchaeota;sulfolobus//sula	6.72	CEM//ALM//ISM
EC1.1.1.1	*	sulfolobus tokodaii//prokaryotes;archaea;crenarchaeota;sulfolobus//sto	2.527	CEM//ALM//ISM
EC1.1.1.1	*	thermoanaerobacter ethanolicus//*//*	4.33333333333333	CEM//ALM//ISM
EC1.1.1.1	*	thermomicrobium roseum//prokaryotes;bacteria;chloroflexi;thermomicrobium//tro	1.87733333333333	CEM//ALM//ISM
EC1.1.1.1	*	thermoplasma acidophilum//prokaryotes;archaea;euryarchaeota;thermoplasma//tac	377.324783333333	CEM//ALM//ISM
EC1.1.1.1	*	thermus sp.//prokaryotes;bacteria;deinococcus-thermus;thermus//thc	13.7333333333333	CEM//ALM//ISM
EC1.1.1.1	*	triticum monococcum//*//*	108073.333333333	CEM//ALM//ISM
EC1.1.1.1	*	zea mays//eukaryotes;plants;monocots;grass family//zma	81.6666666666667	CEM//ALM//ISM
EC1.1.1.1	*	zymomonas mobilis//prokaryotes;bacteria;alphaproteobacteria;zymomonas//zmo	1135.83333333333	CEM//ALM//ISM
EC1.1.1.10	acetoin	cavia porcellus//*//*	6.9	CEM
EC1.1.1.10	acetoin	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.65	CEM
EC1.1.1.10	acetoin	mesocricetus auratus//*//*	6.9	CEM
EC1.1.1.10	acetoin	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3	CEM
EC1.1.1.10	acetoin	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	6.9	CEM
EC1.1.1.10	d-erythrose	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	1.8	CEM
EC1.1.1.10	d-erythrose	cavia porcellus//*//*	2	CEM
EC1.1.1.10	d-erythrose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.43	CEM
EC1.1.1.10	d-erythrose	mesocricetus auratus//*//*	23	CEM
EC1.1.1.10	d-erythrose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	18	CEM
EC1.1.1.10	d-erythrose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	18	CEM
EC1.1.1.10	d-ribulose	cavia porcellus//*//*	7.8	CEM
EC1.1.1.10	d-ribulose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.52	CEM
EC1.1.1.10	d-ribulose	mesocricetus auratus//*//*	31	CEM
EC1.1.1.10	d-ribulose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	26	CEM
EC1.1.1.10	d-ribulose	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	119	CEM
EC1.1.1.10	d-ribulose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	19	CEM
EC1.1.1.10	d-ribulose	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	8.24	CEM
EC1.1.1.10	d-sorbitol	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	1.8	CEM
EC1.1.1.10	d-threitol	cavia porcellus//*//*	15	CEM
EC1.1.1.10	d-threitol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.48	CEM
EC1.1.1.10	d-threitol	mesocricetus auratus//*//*	16	CEM
EC1.1.1.10	d-threitol	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	16	CEM
EC1.1.1.10	d-threitol	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	12	CEM
EC1.1.1.10	d-threose	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	2.32	CEM
EC1.1.1.10	d-threose	cavia porcellus//*//*	32	CEM
EC1.1.1.10	d-threose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.82	CEM
EC1.1.1.10	d-threose	mesocricetus auratus//*//*	31	CEM
EC1.1.1.10	d-threose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	23	CEM
EC1.1.1.10	d-threose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	2	CEM
EC1.1.1.10	d-xylulose	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	1.22	CEM
EC1.1.1.10	d-xylulose	cavia porcellus//*//*	19	CEM
EC1.1.1.10	d-xylulose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.1	CEM
EC1.1.1.10	d-xylulose	mesocricetus auratus//*//*	6.9	CEM
EC1.1.1.10	d-xylulose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	7.4	CEM
EC1.1.1.10	d-xylulose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	18	CEM
EC1.1.1.10	diacetyl	cavia porcellus//*//*	24	CEM
EC1.1.1.10	diacetyl	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.6	CEM
EC1.1.1.10	diacetyl	mesocricetus auratus//*//*	30	CEM
EC1.1.1.10	diacetyl	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	41	CEM
EC1.1.1.10	diacetyl	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	25	CEM
EC1.1.1.10	dihydroxyacetone	cavia porcellus//*//*	3.8	CEM
EC1.1.1.10	dihydroxyacetone	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.23	CEM
EC1.1.1.10	dihydroxyacetone	mesocricetus auratus//*//*	8.7	CEM
EC1.1.1.10	dihydroxyacetone	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	3.3	CEM
EC1.1.1.10	dihydroxyacetone	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	5.1	CEM
EC1.1.1.10	dl-glyceraldehyde	cavia porcellus//*//*	20	CEM
EC1.1.1.10	dl-glyceraldehyde	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.52	CEM
EC1.1.1.10	dl-glyceraldehyde	mesocricetus auratus//*//*	22	CEM
EC1.1.1.10	dl-glyceraldehyde	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	24	CEM
EC1.1.1.10	dl-glyceraldehyde	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	21	CEM
EC1.1.1.10	l-erythrulose	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	3.32	CEM
EC1.1.1.10	l-erythrulose	cavia porcellus//*//*	24	CEM
EC1.1.1.10	l-erythrulose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.6	CEM
EC1.1.1.10	l-erythrulose	mesocricetus auratus//*//*	25	CEM
EC1.1.1.10	l-erythrulose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	23	CEM
EC1.1.1.10	l-erythrulose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	25	CEM
EC1.1.1.10	l-ribulose	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	0.49	CEM
EC1.1.1.10	l-threose	cavia porcellus//*//*	27	CEM
EC1.1.1.10	l-threose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.52	CEM
EC1.1.1.10	l-threose	mesocricetus auratus//*//*	23	CEM
EC1.1.1.10	l-threose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	16	CEM
EC1.1.1.10	l-threose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	16	CEM
EC1.1.1.10	l-xylulose	caenorhabditis elegans//eukaryotes;animals;nematodes//cel	4.98	CEM
EC1.1.1.10	l-xylulose	cavia porcellus//*//*	37	CEM
EC1.1.1.10	l-xylulose	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.65	CEM
EC1.1.1.10	l-xylulose	mesocricetus auratus//*//*	3	CEM
EC1.1.1.10	l-xylulose	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	37	CEM
EC1.1.1.10	l-xylulose	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	39	CEM
EC1.1.1.10	l-xylulose	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	11.4	CEM
EC1.1.1.10	nad+	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.5	CEM
EC1.1.1.10	nad+	mesocricetus auratus//*//*	44	CEM
EC1.1.1.10	nad+	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	55	CEM
EC1.1.1.10	nad+	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	41	CEM
EC1.1.1.10	nadh	cavia porcellus//*//*	76	CEM
EC1.1.1.10	nadh	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	3.8	CEM
EC1.1.1.10	nadh	mesocricetus auratus//*//*	2	CEM
EC1.1.1.10	nadh	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	41	CEM
EC1.1.1.10	nadh	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	23	CEM
EC1.1.1.10	nadp+	cavia porcellus//*//*	23	CEM
EC1.1.1.10	nadp+	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.65	CEM
EC1.1.1.10	nadp+	mesocricetus auratus//*//*	26	CEM
EC1.1.1.10	nadp+	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	15	CEM
EC1.1.1.10	nadp+	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	10	CEM
EC1.1.1.10	nadph	cavia porcellus//*//*	26	CEM
EC1.1.1.10	nadph	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	1.5	CEM
EC1.1.1.10	nadph	mesocricetus auratus//*//*	27	CEM
EC1.1.1.10	nadph	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	34	CEM
EC1.1.1.10	nadph	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	25	CEM
EC1.1.1.10	nadph	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	7.75	CEM
EC1.1.1.10	xylitol	cavia porcellus//*//*	20	CEM
EC1.1.1.10	xylitol	homo sapiens//eukaryotes;animals;vertebrates;mammals//hsa	0.6	CEM
EC1.1.1.10	xylitol	mesocricetus auratus//*//*	2	CEM
EC1.1.1.10	xylitol	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	17	CEM
EC1.1.1.10	xylitol	neurospora crassa//eukaryotes;fungi;ascomycetes;sordariomycetes//ncr	5.6	CEM
EC1.1.1.10	xylitol	rattus norvegicus//eukaryotes;animals;vertebrates;mammals//rno	10	CEM
EC1.1.1.10	xylitol	trichoderma reesei//eukaryotes;fungi;ascomycetes;sordariomycetes//tre	1	CEM
EC1.1.1.10	*	aspergillus niger//eukaryotes;fungi;ascomycetes;eurotiomycetes//ang	833.333333333333	CEM
EC1.1.1.10	*	pantoea ananatis//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;pantoea//pam	0.521333333333333	CEM
EC1.1.1.100	acetoacetyl-coa	cupriavidus necator//prokaryotes;bacteria;betaproteobacteria;cupriavidus//cnc	102	ALM//ISM
EC1.1.1.100	acetoacetyl-coa	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	7	ALM//ISM
EC1.1.1.100	acetoacetyl-coa	plasmodium falciparum//eukaryotes;protists;alveolates;apicomplexans//pfa	265	ALM//ISM
EC1.1.1.100	acetoacetyl-coa	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	117.5	ALM//ISM
EC1.1.1.100	acetoacetyl-coa	streptococcus pneumoniae//prokaryotes;bacteria;firmicutes - bacilli;streptococcus//spn	11	ALM//ISM
EC1.1.1.100	ethyl acetoacetate	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.3	ALM//ISM
EC1.1.1.100	nadph	cupriavidus necator//prokaryotes;bacteria;betaproteobacteria;cupriavidus//cnc	102	ALM//ISM
EC1.1.1.100	nadph	escherichia coli//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	0.59	ALM//ISM
EC1.1.1.100	nadph	mycobacterium tuberculosis//prokaryotes;bacteria;actinobacteria;mycobacterium//mtu	7	ALM//ISM
EC1.1.1.100	nadph	plasmodium falciparum//eukaryotes;protists;alveolates;apicomplexans//pfa	344.7	ALM//ISM
EC1.1.1.100	nadph	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	117.5	ALM//ISM
EC1.1.1.100	nadph	streptococcus pneumoniae//prokaryotes;bacteria;firmicutes - bacilli;streptococcus//spn	11	ALM//ISM
EC1.1.1.100	*	brassica napus//eukaryotes;plants;eudicots;mustard family//bna	272000	ALM//ISM
EC1.1.1.100	*	cuphea lanceolata//*//*	81180	ALM//ISM
EC1.1.1.100	*	persea americana//*//*	20368.8333333333	ALM//ISM
EC1.1.1.100	*	spinacia oleracea//eukaryotes;plants;eudicots;amaranth family//soe	12.8525	ALM//ISM
EC1.1.1.100	*	synechococcus elongatus pcc 7942//*//*	65.093	ALM//ISM
EC1.1.1.101	nadph	cavia porcellus//*//*	100	ALM
EC1.1.1.101	*	saccharomyces cerevisiae//eukaryotes;fungi;ascomycetes;saccharomycetes//sce	0.0021615	ALM
EC1.1.1.102	3-dehydrosphinganine	candida albicans//eukaryotes;fungi;ascomycetes;saccharomycetes//cal	1.07	ALM
EC1.1.1.103	l-threonine	cupriavidus necator//prokaryotes;bacteria;betaproteobacteria;cupriavidus//cnc	50	ALM
EC1.1.1.103	l-threonine	escherichia coli k-12//prokaryotes;bacteria;gammaproteobacteria - enterobacteria;escherichia//eco	135	ALM
EC1.1.1.103	l-threonine	mus musculus//eukaryotes;animals;vertebrates;mammals//mmu	47.3	ALM
EC1.1.1.103	l-threonine	pyrococcus horikoshii//prokaryotes;archaea;euryarchaeota;pyrococcus//pho	551.7	ALM
EC1.1.1.103	l-threonine	sus scrofa//eukaryotes;animals;vertebrates;mammals//ssc	23.3	ALM
EC1.1.1.103	nad+	cupriavidus necator//prokaryotes;bacteria;betaproteobacteria;cupriavidus//cnc	38	ALM
EC1.1.1.103	nad+	pyrococcus horikoshii//prokaryotes;archaea;euryarchaeota;pyrococcus//pho	551.7	ALM
